"SORTCODE","BANKNAME","BRANCHNAME"
"050147","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-MAKOLA  BRANCH"
"050149","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-ACCRA NEW TOWN BRANCH"
"050152","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-ACHIMOTA BRANCH"
"050204","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-KOFORIDUA BRANCH"
"050218","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-AKIM ODA BRANCH"
"050310","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-CAPE COAST BRANCH"
"050327","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-DUNKWA ON-OFFIN BRANCH"
"050337","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-SWEDRU BRANCH"
"050351","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-KASOA BRANCH"
"050407","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-TAKORADI BRANCH"
"050434","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - TARKWA BRANCH"
"050503","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-HO BRANCH"
"050535","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - HOHOE BRANCH"
"050541","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - NKWANTA BRANCH"
"050605","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-KUMASI BRANCH"
"050619","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-KUMASI CENTRAL BRANCH"
"050621","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-OBUASI BRANCH"
"050632","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - ASOKWA BRANCH"
"050643","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - ASHANTI MAMPONG BRANCH"
"050645","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - SUAME BRANCH"
"050648","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - KUMASI CITY MALL BRANCH"
"050650","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-TANOSO BRANCH"
"050706","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-SUNYANI BRANCH"
"050715","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-TECHIMAN BRANCH"
"050725","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-WENCHI BRANCH"
"050726","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-KINTAMPO BRANCH"
"050808","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-TAMALE BRANCH"
"050840","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - SAWLA BRANCH"
"050842","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - UDS TAMALE BRANCH"
"050844","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK - YENDI BRANCH"
"050902","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-BOLGATANGA BRANCH"
"051014","NATIONAL INVESTMENT BANK","NATIONAL INVESTMENT BANK-WA BRANCH"
"060101","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-HEAD OFFICE-RIDGE BRANCH"
"060102","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-ACCRA CENTRAL BRANCH"
"060103","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TEMA BRANCH"
"060106","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-ABOSSEY OKAI BRANCH"
"060107","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-RING ROAD BRANCH"
"060108","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-DZORWULU 1 MOTORWAY BRANCH"
"060109","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-DZORWULU 2 BRANCH"
"060110","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-MADINA BRANCH"
"060111","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-EAST LEGON 1 BRANCH"
"060112","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-EAST LEGON 2 BRANCH"
"060113","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TESHIE BRANCH"
"060114","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-SPINTEX ROAD BRANCH"
"060119","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TEMA INDUSTRIA AREA BRANCH"
"060129","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-ACHIMOTA BRANCH"
"060402","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TAKORADI BRANCH"
"060403","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD - TARKWA BRANCH"
"060405","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TAKORADI BRANCH"
"060601","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-KUMASI-ADUM BRANCH"
"060602","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-SUAME BRANCH"
"060603","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-KNUST BRANCH"
"060605","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TANOSO BRANCH"
"060606","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-ALABAR BRANCH"
"060801","UNITED BANK FOR AFRICA (GH) LTD","UNITED BANK FOR AFRICA(GH) LTD-TAMALE BRANCH"
"070101","APEX BANK","APEX BANK - HEAD OFFICE-SOUTH RIDGE ACCRA"
"070102","APEX BANK","APEX BANK - ACCRA CENTRE-ACCRA"
"070103","APEX BANK","APEX BANK - NYAKROM RURAL BANK LTD-NYAKROM"
"070104","APEX BANK","APEX BANK - MANYA KROBO RURAL BANK LTD-ODUMASE-KROBO"
"070106","APEX BANK","APEX BANK - ANUM RURAL BANK LTD-ANUM"
"070107","APEX BANK","APEX BANK - AKUAPEM RURAL BANK LTD-MAMFE"
"070108","APEX BANK","APEX BANK - DANGBE RURAL BANK LTD-PRAMPRAM"
"070109","APEX BANK","APEX BANK - SHAI RURAL BANK LTD-DODOWA"
"070110","APEX BANK","APEX BANK - ADA RURAL BANK LTD-KASSEH"
"070111","APEX BANK","APEX BANK - BRAKWA BRAMAN RURAL BANK LTD-BRAKWA"
"070114","APEX BANK","APEX BANK - AGONA RURAL BANK LTD-KWANYAKU"
"070115","APEX BANK","APEX BANK - AKYEPIM RURAL BANK LTD-GOMOA-DAW"
"070116","APEX BANK","APEX BANK - AWUTU EMASA RURAL BANK LTD-AWUMASA"
"070117","APEX BANK","APEX BANK - GA RURAL BANK LTD-AMASAMAN"
"070118","APEX BANK","APEX BANK - ABOKOBI RURAL BANK LTD-ABOKOBI"
"070119","APEX BANK","APEX BANK - BAWJIASE AREA RURAL BANK LTD-AWUTU BAWJIASE"
"070120","APEX BANK","APEX BANK - AGAVE RURAL BANK LTD-DABALE"
"070121","APEX BANK","APEX BANK - MEPE AREA RURAL BANK LTD-MEPE"
"070122","APEX BANK","APEX BANK - UNION RURAL BANK LTD-SENYA BREKU"
"070123","APEX BANK","APEX BANK - ANLO RURAL BANK LTD-ANLOGA"
"070124","APEX BANK","APEX BANK - ODUPONGKPEHE RURAL BANK LTD-KASOA"
"070125","APEX BANK","APEX BANK - LA COMMUNITY BANK LTD-LA"
"070126","APEX BANK","APEX LINK CENTRE - CEDI HOUSECED HOUSE"
"070127","APEX BANK","APEX BANK - ASUOGYAMAN RURAL BANK LTD-ACCRA"
"070128","APEX BANK","APEX BANK - CITIZEN RURAL BANK LTD-ACCRA"
"070129","APEX BANK","APEX BANK - OYIBI AREA RURAL BANK LIMITED"
"070130","APEX BANK","APEX BANK - MICROFIN RURAL BANK LIMITED"
"070131","APEX BANK","APEX BANK - GOMOA COMMUNITY BANK"
"070201","APEX BANK","APEX BANK KOFORIDUA CENTRE-KOFORIDUA"
"070203","APEX BANK","APEX BANK - KWAHU RURAL BANK LTD-KWAHU PEPEASE"
"070204","APEX BANK","APEX BANK - SOUTH BIRIM RURAL BANK LTD-ACHIASE"
"070205","APEX BANK","APEX BANK - UPPER MANYA KRO RURAL BANK LTD-ASESEWA"
"070206","APEX BANK","APEX BANK - KWAHU PRASO RURAL BANK LTD-KWAHU PRASO"
"070207","APEX BANK","APEX BANK - ATIWA RURAL BANK LTD-KWABENG"
"070208","APEX BANK","APEX BANK - MUMUADA RURAL BANK LTD-OSINO"
"070209","APEX BANK","APEX BANK - AFRAM RURAL BANK LTD-TEASE"
"070210","APEX BANK","APEX BANK - AKIM BOSOME RURAL BANK LTD-AKIM SWEDRU"
"070211","APEX BANK","APEX BANK - MPONUA RURAL BANK LTD-AMUANA PRASO"
"070212","APEX BANK","APEX BANK - KWAEBIBIREM RURAL BANK LTD-ASUOM"
"070213","APEX BANK","APEX BANK - AKYEM MANSA RURAL BANK LTD-AYIREBI"
"070214","APEX BANK","APEX BANK - SOUTH AKIM RURAL BANK LTD-NANKESE"
"070215","APEX BANK","APEX BANK - ODWEN-ANOMA RURAL BANK LTD-KWEEHWEE"
"070216","APEX BANK","APEX BANK - DUMPONG RURAL BANK LTD-OFRAMASE"
"070217","APEX BANK","APEX BANK - ADONTEN COMMUNITY BANK LTD-NEW TAFO"
"070219","APEX BANK","APEX BANK - SUHUM RURAL BANK"
"070302","APEX BANK","APEX BANK - ENYAN DENKYIRA RURAL BANK LTD-ENYAN DENKYIRA"
"070303","APEX BANK","APEX BANK - KAKUM RURAL BANK LTD-ELMINA"
"070304","APEX BANK","APEX BANK - NYANKUMASE AHENKRO RURAL BANK LTD-FANTI NYANKUMASE"
"070305","APEX BANK","APEX BANK - ASSINMAN RURAL BANK LTD-ASSIN MANSO"
"070306","APEX BANK","APEX BANK - AKATAKYIMAN RURAL BANK LTD-KOMENDA"
"070307","APEX BANK","APEX BANK - EKUMFIMAN RURAL BANK LTD-ESSUEHYIA"
"070308","APEX BANK","APEX BANK - AKOTI RURAL BANK LTD-ASSIN AKROPONG"
"070309","APEX BANK","APEX BANK - TWIFO RURAL BANK LTD-TWIFO AGONA"
"070310","APEX BANK","APEX BANK - MFANTSIMAN COMMUNITY RURAL BANK LTD-BIRIWA"
"070401","APEX BANK","APEX BANK-TAKORADI CENTRE-TAKORADI"
"070402","APEX BANK","APEX BANK - ANKOBRA WEST (ESIAMA) RURAL BANK LTD-ESIAMA"
"070403","APEX BANK","APEX BANK - AMENFIMAN RURAL BANK LTD-WASSA AKROPONG"
"070404","APEX BANK","APEX BANK - NZEMA MANLE RURAL BANK LTD-AWIEBO"
"070405","APEX BANK","APEX BANK - JAPEX BANK - OMORO RURAL BANK LTD-TIKOBO NO. 1"
"070406","APEX BANK","APEX BANK - LOWER PRA RURAL BANK LTD-SHAMA"
"070407","APEX BANK","APEX BANK - FIASEMAN (BOGOSO AREA) RURAL BANK LTD-BOGOSO"
"070409","APEX BANK","APEX BANK - AHANTAMAN RURAL BANK LTD-AGONA NKWANTA"
"070502","APEX BANK","APEX BANK - NORTH TONGU RURAL BANK LTD-ADIDOME"
"070503","APEX BANK","APEX BANK - AVENOR RURAL BANK LTD-AKATSI"
"070504","APEX BANK","APEX BANK - UNITY RURAL BANK LTD-ZIOPE"
"070505","APEX BANK","APEX BANK - WETO RURAL BANK LTD-KPEVE"
"070506","APEX BANK","APEX BANK - BUTAWU RURAL BANK LTD-HO"
"070601","APEX BANK","APEX BANK- KUMASIKUMASI"
"070602","APEX BANK","APEX BANK - ATWIMA RURAL BANK LTD-FOASE"
"070603","APEX BANK","APEX BANK - SEKYEDUMASI RURAL BANK LTD-SEKYEDUMASI"
"070604","APEX BANK","APEX BANK - ASOKORE RURAL BANK LTD-ASOKRE"
"070605","APEX BANK","APEX BANK - ASANTE AKYEM RURAL BANK LTD-JUANSA"
"070606","APEX BANK","APEX BANK - KWAMANMAN RURAL BANK LTD-KWAMANG"
"070607","APEX BANK","APEX BANK - ADANSI RURAL BANK LTD-FOMENA"
"070608","APEX BANK","APEX BANK - KUMAWUMAN RURAL BANK LTD-KUMAWU"
"070609","APEX BANK","APEX BANK - AKROFUOM AREA RURAL BANK LTD-AKROFUOM"
"070610","APEX BANK","APEX BANK - AHAFO ANO PREMIER RURAL BANK LTD-WIOSO"
"070611","APEX BANK","APEX BANK - BOSOMTWI RURAL BANK LTD-KUNTANASE"
"070612","APEX BANK","APEX BANK - OKOMFO ANOKYE RURAL BANK LTD-WIAMOASE"
"070613","APEX BANK","APEX BANK - DENKYIRAMAN RURAL BANK LTD-AYAMFURI"
"070614","APEX BANK","APEX BANK - ASAWINSO RURAL BANK LTD-SEFWI-ASAWINSO"
"070615","APEX BANK","APEX BANK - ODOTOBRI RURAL BANK LTD-JACOBU"
"070616","APEX BANK","APEX BANK - ATWIMA KWANWOMA RURAL BANK LTD-PAKYI NO. 2"
"070618","APEX BANK","APEX BANK - SEKYERE RURAL BANK LTD-JAMASI"
"070619","APEX BANK","APEX BANK - AMANANO RURAL BANK LTD-NYINAHIM"
"070620","APEX BANK","APEX BANK - AMASIE WEST RURAL BANK LTD-ANTOAKROM"
"070621","APEX BANK","APEX BANK - JUABEN RURAL BANK LTD-JUABEN"
"070622","APEX BANK","APEX BANK - YAPRA RURAL BANK LTD-PRANG"
"070623","APEX BANK","APEX BANK - NWABIAGYA RURAL BANK LTD-BAREKESE"
"070624","APEX BANK","APEX BANK - ATWIMA MPONUA RURAL BANK LTD-TOASE"
"070625","APEX BANK","APEX BANK - OTUASEKAN RURAL BANK LTD-KOFIASE"
"070626","APEX BANK","APEX BANK - UPPER AMENFI RURAL BANK LTD-ANKWAWSO"
"070627","APEX BANK","APEX BANK - BIA-TORYA RURAL BANK LTD-BONSU-NKWANTA"
"070628","APEX BANK","APEX BANK - AMATIN AND KASEI COMMUNITY BANK LTD-KASEI"
"070629","APEX BANK","APEX BANK - NSUTAMAN RURAL BANK LTD-NSUTA"
"070630","APEX BANK","APEX BANK - SEFWIMAN RURAL BANK LTD-SEFWI-ASAW"
"070631","APEX BANK","APEX BANK - OFFINSO RURAL BANK LTD-KUMASI"
"070632","APEX BANK","APEX BANK - EJURAMAN RURAL BANK LTD-KUMASI"
"070633","APEX BANK","APEX BANK - BOSOME FREHO RURAL BANK LTD-KUMASI"
"070635","APEX BANK","APEX BANK - YAA ASANTEWAA RURAL BANK LTD"
"070636","APEX BANK","APEX BANK - TEPAMAN RURAL BANK LTD - TEPAMAN"
"070637","APEX BANK","APEX BANK - ASOKORE MAMPONG RURAL BANK"
"070638","APEX BANK","APEX BANK - AKUMADAN RURAL BANK"
"070701","APEX BANK","APEX BANK -SUNYANI CENTRE-SUNYANI"
"070702","APEX BANK","APEX BANK - KINTAMPO RURAL BANK LTD-KINTAMPO"
"070703","APEX BANK","APEX BANK - WAMFIE RURAL BANK LTD-WAMFIE"
"070704","APEX BANK","APEX BANK - SUMA RURAL BANK LTD-SUMA AHENKRO"
"070706","APEX BANK","APEX BANK - ASUTIFI RURAL BANK LTD-ACERENSUA"
"070707","APEX BANK","APEX BANK - NKORANZA KWABRE RURAL BANK LTD-AKUMA"
"070708","APEX BANK","APEX BANK - FIAGYA RURAL BANK LTD-BUSUNYA"
"070709","APEX BANK","APEX BANK - BOMAA AREA RURAL BANK LTD-BOMAA"
"070710","APEX BANK","APEX BANK - BADUMAN RURAL BANK LTD-BADU"
"070711","APEX BANK","APEX BANK - NSOATREMAN RURAL BANK LTD-NSOATRE"
"070712","APEX BANK","APEX BANK - DERMA RURAL BANK LTD-DERMA"
"070714","APEX BANK","APEX BANK - NKORANMAN RURAL BANK LTD-SEIKWA"
"070715","APEX BANK","APEX BANK - KAASEMAN RURAL BANK LTD-KAASE"
"070716","APEX BANK","APEX BANK - AHAFO COMMUNITY RURAL BANK LTD-KUKUOM"
"070717","APEX BANK","APEX BANK - DROBO COMMUNITY RURAL BANK LTD-DROBO"
"070718","APEX BANK","APEX BANK - NAFANA RURAL BANK LTD-SAMPA"
"070719","APEX BANK","APEX BANK - CAPITAL RURAL BANK LTD-ABESIM"
"070720","APEX BANK","APEX BANK - ATWEABAN RURAL BANK LTD-SUNYANI"
"070721","APEX BANK","APEX BANK - NKRANKWANTA RURAL BANK LTD-SUNYANI"
"070722","APEX BANK","APEX BANK - WENCHI RURAL BANK LTD"
"070723","APEX BANK","APEX BANK - BOMOSADU RURAL BANK LTD"
"070801","APEX BANK","APEX BANK - TAMALE CENTRE-TAMALE"
"070802","APEX BANK","APEX BANK - BONZALI RURAL BANK LTD-KUMBUNGU"
"070803","APEX BANK","APEX BANK - BORIMANGA RURAL BANK LTD-SAVELEGU"
"070804","APEX BANK","APEX BANK - BUWUULONSO RURAL BANK LTD-TAMALE"
"070805","APEX BANK","APEX BANK - TIZAA RURAL BANK LTD-TAMALE"
"070806","APEX BANK","APEX BANK - ZABZUGU RURAL BANK LTD"
"070901","APEX BANK","APEX BANK - BOLGA CENTRE-BOLGATANGA"
"070902","APEX BANK","APEX BANK - NAARA RURAL BANK LTD-PAGA"
"070903","APEX BANK","APEX BANK - BESSFA RURAL BANK LTD-GARU"
"070904","APEX BANK","APEX BANK - WEST MANPRUSI COMMUNITY BANK LTD-WALEWALE"
"070905","APEX BANK","APEX BANK - EAST MANPRUSI COMMUNITY BABK LTD-GAMBAGA"
"070906","APEX BANK","APEX BANK - BUILSA COMMUNITY BANK LTD-SANDEMA"
"070907","APEX BANK","APEX BANK - TOENDE RURAL BANK LTD-ZIBILLA"
"070908","APEX BANK","APEX BANK - BONGO RURAL BANK LTD-BOLGATANGA"
"071001","APEX BANK","APEX BANK -WA CENTRE-WA"
"071002","APEX BANK","APEX BANK - NANDOM RURAL BANK LTD-NANDOM"
"071003","APEX BANK","APEX BANK - SONZELE RURAL BANK LTD-JIRAPA"
"071004","APEX BANK","APEX BANK - SISSALA RURAL BANK LTD-TUMA"
"071005","APEX BANK","APEX BANK - LAWRA RURAL BANK LTD-WA"
"071101","APEX BANK","APEX BANK - APEX BANK -HOHOE CENTRE-HOHOE"
"071102","APEX BANK","APEX BANK - NORTH VOLTA RURAL BANK LTD-GUAMAN"
"071103","APEX BANK","APEX BANK - ASUBONTEN RURAL BANK LTD-WORAWORA"
"071104","APEX BANK","APEX BANK - GBI RURAL BANK LTD-HOHOE"
"071105","APEX BANK","APEX BANK - KPASSA RURAL BANK LTD-HOHOE"
"071106","APEX BANK","APEX BANK - KAAKYE RURAL BANK LTD BRANCH"
"071107","APEX BANK","APEX BANK - FREROL RURAL BANK LTD"
"080010","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK -CORPORATE BANKING"
"080020","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK -CONSUMER BANKING"
"080030","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK - PARASTATALS"
"080040","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK - AGRIC FINANCING"
"080050","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK - COMMERCIAL BANKING"
"080060","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- AGRIC VALUE CHAIN"
"080070","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- BUSINESS FINANCE"
"080100","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-"
"080100","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-HEAD OFFICE BRANCH"
"080101","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-RING ROAD CENTRAL BRANCH"
"080102","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ADABRAKA BRANCH"
"080103","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-TEMA BRANCH"
"080104","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-TESHIE BRANCH"
"080105","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KANESHIE BRANCH"
"080106","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-CEDI HOUSE BRANCH"
"080107","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-INTERNATIONAL BANKING"
"080108","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-GULF HOUSE BRANCH"
"080109","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-DANSOMAN BRANCH"
"080110","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-NUNGUA BRANCH"
"080111","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KORKORDZOR BRANCH"
"080112","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-OSU BRANCH"
"080113","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-MADINA BRANCH"
"080114","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ABEKALAPAZ BRANCH"
"080115","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-AGONA SWEDRU BRANCH"
"080116","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ADB HOUSE BRANCH"
"080117","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ACHIMOTA BRANCH"
"080118","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-SPINTEX ROAD BRANCH"
"080119","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-MAKOLA BRANCH"
"080120","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ACCRA NEW TOWN BRANCH"
"080121","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK LTD - TEMA MERIDIAN BRANCH"
"080124","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ASHIAMAN BRANCH"
"080125","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-DANQUAH CIRCLE BRANCH"
"080126","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK - NIMA BRANCH"
"080127","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KASOA BRANCH"
"080128","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK - WINNEBA BRANCH"
"080129","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- DIAMOND CEMENT BRANCH"
"080221","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KOFORIDUA BRANCH"
"080222","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-SUHUM BRANCH"
"080223","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-NKAWKAW BRANCH"
"080229","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK--ASIAKWA BRANCH"
"080230","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- KADE BRANCH"
"080331","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-CAPE COAST BRANCH"
"080332","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ASSIN FOSO BRANCH"
"080333","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-UCC BRANCH"
"080334","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-MANKESSIM BRANCH"
"080441","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-TAKORADI BRANCH"
"080444","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-ENCHI BRANCH"
"080445","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- TAKORADI HARBOUR BRANCH"
"080446","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-AGONA NKWANTA BRANCH"
"080447","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- GREL"
"080448","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-JUABOSO BRANCH"
"080552","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-HO BRANCH"
"080553","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KPANDO BRANCH"
"080554","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-NKWANTA BRANCH"
"080555","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-DENU BRANCH"
"080556","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-JUAPONG BRANCH"
"080557","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-SOGAKOPE BRANCH"
"080558","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- KPEVE BRANCH"
"080559","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK- KPASSA BRANCH"
"080661","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KUMASI ADUM BRANCH"
"080662","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-BEKWAI BRANCH"
"080663","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-NEW EDUBIASE BRANCH"
"080664","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-OBUASI BRANCH"
"080665","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KUMASI CENTRAL  MARKET BRANCH"
"080666","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KUMASI ASOKWA BRANCH"
"080667","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-KUMASI PREMPEH 11 STREET BRANCH"
"080668","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-AMAKOM BRANCH"
"080684","AGRICULTURAL DEVELOPMENT BANK","AGRICULTURAL DEVELOPMENT BANK-SEFWI WIAWSO BRANCH"
